iter	Logloss
0	0.1325822276
1	0.04750157545
2	0.01575335603
3	0.005893976227
4	0.002438948437
5	0.0009762673433
6	0.0004350136006
7	0.0002589110314
8	0.0002132040676
9	0.0001803827189
10	0.0001696159053
11	0.000152403683
12	0.0001493647985
13	0.0001487369095
14	0.0001390915382
15	0.0001360319346
16	0.0001347412265
17	0.0001304954759
18	0.0001269183559
19	0.000126637357
